sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC_TRIP_001_0,TRIP_001,2024-10-25 08:15:00,0,0.007133519619954395,-0.5451893130661334,9.797625449165663,36.31571463585624,19.0,72.8
ACC_TRIP_001_1,TRIP_001,2024-10-25 08:15:01,1,-0.23658301637885276,0.6883056544705488,9.746919435519303,43.386095537289634,19.0001,72.8001
ACC_TRIP_001_2,TRIP_001,2024-10-25 08:15:02,2,0.1677458555883612,-0.9048030216791402,9.506066722432179,29.938481575045746,19.0002,72.8002
ACC_TRIP_001_3,TRIP_001,2024-10-25 08:15:03,3,-0.19255550507609498,0.028318701746098723,9.840251094662424,42.12655143525478,19.0003,72.8003
ACC_TRIP_001_4,TRIP_001,2024-10-25 08:15:04,4,0.18118799245859316,-0.13607648756227037,9.763955992572518,41.13837834628514,19.0004,72.8004
ACC_TRIP_001_5,TRIP_001,2024-10-25 08:15:05,5,-0.19181903302782874,-0.645586034244217,9.775185363666981,35.48065691075857,19.0005,72.8005
ACC_TRIP_001_6,TRIP_001,2024-10-25 08:15:06,6,0.16515817760739696,-0.16072533175805678,9.683508956616548,41.90533063580622,19.0006,72.8006
ACC_TRIP_001_7,TRIP_001,2024-10-25 08:15:07,7,0.09869895683804558,0.7418330206301642,9.779418943510404,37.590143142636144,19.0007,72.80069999999999
ACC_TRIP_001_8,TRIP_001,2024-10-25 08:15:08,8,-0.3657293974459157,0.8319808632004568,9.704228069534897,44.87054808333401,19.0008,72.8008
ACC_TRIP_001_9,TRIP_001,2024-10-25 08:15:09,9,-0.28824479314759993,-0.4494903536503314,9.869195916169264,30.67180865198292,19.0009,72.8009
ACC_TRIP_001_10,TRIP_001,2024-10-25 08:15:10,10,0.042691001704496634,-7.0,9.315312672921289,0.0,19.001,72.801
ACC_TRIP_001_11,TRIP_001,2024-10-25 08:15:11,11,0.20652915003241548,-7.0,9.514466029751155,0.0,19.0011,72.80109999999999
ACC_TRIP_001_12,TRIP_001,2024-10-25 08:15:12,12,-0.08306480200494668,0.23520185773027358,9.560472647772738,0.0,19.0012,72.8012
ACC_TRIP_001_13,TRIP_001,2024-10-25 08:15:13,13,0.047014790233256054,-0.6562836010673392,9.543668382509251,0.0,19.0013,72.8013
ACC_TRIP_001_14,TRIP_001,2024-10-25 08:15:14,14,0.20150941277839252,-0.34568830479178997,9.860414527786624,0.0,19.0014,72.8014
ACC_TRIP_001_15,TRIP_001,2024-10-25 08:15:15,15,-0.15875701309877474,0.37694111860910123,10.157596216275095,54.14631674846753,19.0015,72.80149999999999
ACC_TRIP_001_16,TRIP_001,2024-10-25 08:15:16,16,-0.3664791022097418,0.16259648501030347,10.102245459802619,39.513316665828604,19.0016,72.8016
ACC_TRIP_001_17,TRIP_001,2024-10-25 08:15:17,17,0.04055592704156091,-0.07876703195393206,9.938384905673821,35.23944078173216,19.0017,72.8017
ACC_TRIP_001_18,TRIP_001,2024-10-25 08:15:18,18,-0.12517835722025558,0.26701595507005066,9.937645446761419,41.67406993989976,19.0018,72.8018
ACC_TRIP_001_19,TRIP_001,2024-10-25 08:15:19,19,0.05038938836775958,0.11996902051543766,9.956602645829443,44.94077101230211,19.0019,72.8019
ACC_TRIP_001_20,TRIP_001,2024-10-25 08:15:20,20,-0.029706880034063583,0.3045957512185454,9.869959120467636,35.34703050920219,19.002,72.80199999999999
ACC_TRIP_001_21,TRIP_001,2024-10-25 08:15:21,21,0.06655032311859575,0.24307458387983963,10.24752705737063,30.726779694246268,19.0021,72.8021
ACC_TRIP_001_22,TRIP_001,2024-10-25 08:15:22,22,-0.3796480558989149,0.3523998461966281,9.854520508996469,44.87200424982419,19.0022,72.8022
ACC_TRIP_001_23,TRIP_001,2024-10-25 08:15:23,23,-0.018437147839512818,-0.31430018316882197,9.83627160719579,43.92156568698489,19.0023,72.8023
ACC_TRIP_001_24,TRIP_001,2024-10-25 08:15:24,24,-0.23595420235438672,-0.029481523988277383,9.95752026131144,35.92040044076088,19.0024,72.80239999999999
ACC_TRIP_001_25,TRIP_001,2024-10-25 08:15:25,25,-0.18806795628683137,-0.5887908317086992,9.565087089728317,48.20781521661665,19.0025,72.8025
ACC_TRIP_001_26,TRIP_001,2024-10-25 08:15:26,26,-0.04778041191951824,0.2641291265673664,9.959972691026348,45.83223219149508,19.0026,72.8026
ACC_TRIP_001_27,TRIP_001,2024-10-25 08:15:27,27,-0.038049835564055445,0.617885966144618,9.688463620440055,44.61183585083344,19.0027,72.8027
ACC_TRIP_001_28,TRIP_001,2024-10-25 08:15:28,28,0.018434903381634414,0.3471980901813147,9.964262237560616,42.180618395521044,19.0028,72.80279999999999
ACC_TRIP_001_29,TRIP_001,2024-10-25 08:15:29,29,0.003717333286250426,-0.8042832060468906,9.794543160826644,31.162071446934178,19.0029,72.8029
ACC_TRIP_001_30,TRIP_001,2024-10-25 08:15:30,30,0.01259566249621688,-0.08602281725075946,9.7611620999569,40.29082986919202,19.003,72.803
ACC_TRIP_001_31,TRIP_001,2024-10-25 08:15:31,31,0.29194628567443953,-0.10081170018038159,10.091559041638883,40.83215790351646,19.0031,72.8031
ACC_TRIP_001_32,TRIP_001,2024-10-25 08:15:32,32,0.04659563466469152,0.20605597760560962,9.481971801269106,41.3891345057043,19.0032,72.8032
ACC_TRIP_001_33,TRIP_001,2024-10-25 08:15:33,33,0.12001726997486162,-0.43002690754153056,9.464072656740901,39.464026117984325,19.0033,72.8033
ACC_TRIP_001_34,TRIP_001,2024-10-25 08:15:34,34,0.36351718824303525,0.06514543146717369,9.832441071092031,40.8127994121957,19.0034,72.8034
ACC_TRIP_001_35,TRIP_001,2024-10-25 08:15:35,35,-0.12066956091835793,0.4529644284093505,10.067352038059816,42.20115600885155,19.0035,72.8035
ACC_TRIP_001_36,TRIP_001,2024-10-25 08:15:36,36,-0.11757580442199599,-1.0607055763343889,9.914003009104917,38.15026934689771,19.0036,72.8036
ACC_TRIP_001_37,TRIP_001,2024-10-25 08:15:37,37,-0.1789320790744224,1.031560895343205,9.7916853640001,41.64535308791639,19.0037,72.80369999999999
ACC_TRIP_001_38,TRIP_001,2024-10-25 08:15:38,38,-0.05308028169808054,0.22788110331360706,9.790809088021554,45.03167827084084,19.0038,72.8038
ACC_TRIP_001_39,TRIP_001,2024-10-25 08:15:39,39,0.3862256209920724,0.7246170901922511,9.92377538785159,39.29994060199283,19.0039,72.8039
ACC_TRIP_001_40,TRIP_001,2024-10-25 08:15:40,40,0.46357642978978914,-0.6583807068925026,9.459676445266856,46.25810571587911,19.004,72.804
ACC_TRIP_001_41,TRIP_001,2024-10-25 08:15:41,41,0.030924753306118977,-0.06265338702316961,9.382679733558932,35.739740499996074,19.0041,72.80409999999999
ACC_TRIP_001_42,TRIP_001,2024-10-25 08:15:42,42,0.03939107330114316,-0.8373942052339705,9.765506910336592,39.5222691697966,19.0042,72.8042
ACC_TRIP_001_43,TRIP_001,2024-10-25 08:15:43,43,-0.3647523997793143,-0.5483381377718635,9.828603478773278,31.702443466984597,19.0043,72.8043
ACC_TRIP_001_44,TRIP_001,2024-10-25 08:15:44,44,-0.019517652406929015,-0.19497659631228353,9.893466133405504,31.719141056742128,19.0044,72.8044
ACC_TRIP_001_45,TRIP_001,2024-10-25 08:15:45,45,-0.2719258041000729,0.35316738361136774,9.79009000632368,43.428146733588214,19.0045,72.80449999999999
ACC_TRIP_001_46,TRIP_001,2024-10-25 08:15:46,46,0.14604787687700685,-0.7842247419632774,9.68349030731599,37.320363916017534,19.0046,72.8046
ACC_TRIP_001_47,TRIP_001,2024-10-25 08:15:47,47,-0.053055324604103206,-0.5504693677514341,9.733754467152998,36.680762876855006,19.0047,72.8047
ACC_TRIP_001_48,TRIP_001,2024-10-25 08:15:48,48,0.21497574020142685,0.7303511304958195,9.889142024722128,42.67032542902346,19.0048,72.8048
ACC_TRIP_001_49,TRIP_001,2024-10-25 08:15:49,49,-0.37598430595302595,-0.11844907695435615,9.714001195946317,42.66308715441357,19.0049,72.8049
ACC_TRIP_001_50,TRIP_001,2024-10-25 08:15:50,50,-0.13721853908831297,0.43706579558106123,9.607595655669613,38.92889052377057,19.005,72.80499999999999
ACC_TRIP_001_51,TRIP_001,2024-10-25 08:15:51,51,-0.1921916008161664,-0.114579250399718,9.436664794017108,33.00153236572033,19.0051,72.8051
ACC_TRIP_001_52,TRIP_001,2024-10-25 08:15:52,52,0.2054758187767313,0.08587124319340377,9.720818253362266,41.13403068225101,19.0052,72.8052
ACC_TRIP_001_53,TRIP_001,2024-10-25 08:15:53,53,0.1742753829041108,0.13214190227282588,9.639446599071597,35.67600246691199,19.0053,72.8053
ACC_TRIP_001_54,TRIP_001,2024-10-25 08:15:54,54,-0.16293335006629803,0.5705088469902321,9.81782583630828,36.899115801911925,19.0054,72.80539999999999
ACC_TRIP_001_55,TRIP_001,2024-10-25 08:15:55,55,-0.20040304926067734,0.9917772414989797,10.020562269628646,42.49373069414678,19.0055,72.8055
ACC_TRIP_001_56,TRIP_001,2024-10-25 08:15:56,56,0.2419786137315251,-0.60203392043607,9.911743387782591,41.36554454007436,19.0056,72.8056
ACC_TRIP_001_57,TRIP_001,2024-10-25 08:15:57,57,-0.2523616724859737,1.3011219179170297,9.736460153205902,48.089134821144626,19.0057,72.8057
ACC_TRIP_001_58,TRIP_001,2024-10-25 08:15:58,58,0.09216074300613553,-0.024293061180637624,9.697849945211482,40.41466816636211,19.0058,72.80579999999999
ACC_TRIP_001_59,TRIP_001,2024-10-25 08:15:59,59,0.1336836936476453,-0.11003335957946891,9.614649308807602,47.4042000133949,19.0059,72.8059
ACC_TRIP_001_60,TRIP_001,2024-10-25 08:16:00,60,0.05459078780442426,-0.35514042069433793,10.048162240913586,38.50462240899978,19.006,72.806
ACC_TRIP_001_61,TRIP_001,2024-10-25 08:16:01,61,-0.005520845506448755,-0.465438551255084,9.787206886144306,38.66418188462162,19.0061,72.8061
ACC_TRIP_001_62,TRIP_001,2024-10-25 08:16:02,62,0.10450955268437803,-0.21024393717698744,9.984978083455427,38.65025753603947,19.0062,72.8062
ACC_TRIP_001_63,TRIP_001,2024-10-25 08:16:03,63,-0.03534295493776589,-0.013935128970183943,9.895234965946539,41.68650903678406,19.0063,72.8063
ACC_TRIP_001_64,TRIP_001,2024-10-25 08:16:04,64,-0.0029572651598275142,-0.07158116163748188,9.875818654910207,42.32281930325853,19.0064,72.8064
ACC_TRIP_001_65,TRIP_001,2024-10-25 08:16:05,65,0.03549612785980883,-0.03603530713389962,10.377396843710084,36.30548817975261,19.0065,72.8065
ACC_TRIP_001_66,TRIP_001,2024-10-25 08:16:06,66,-0.006269026685985571,0.180842956755796,9.647875954474133,40.65060447766005,19.0066,72.8066
ACC_TRIP_001_67,TRIP_001,2024-10-25 08:16:07,67,-0.17603246152722865,-1.0162202318665396,9.830462968423753,40.42262829503597,19.0067,72.80669999999999
ACC_TRIP_001_68,TRIP_001,2024-10-25 08:16:08,68,0.4393321621300452,0.2925125649934823,9.9465816868714,51.44860858037777,19.0068,72.8068
ACC_TRIP_001_69,TRIP_001,2024-10-25 08:16:09,69,-0.03213881369047446,-0.0805695419039477,9.810918766783102,40.193078542842244,19.0069,72.8069
ACC_TRIP_001_70,TRIP_001,2024-10-25 08:16:10,70,0.1771551370340027,-0.5441778674838953,9.901758104355011,50.27113497766346,19.007,72.807
ACC_TRIP_001_71,TRIP_001,2024-10-25 08:16:11,71,0.14165059216957318,0.010809592228684812,9.849199130561503,40.98825502299774,19.0071,72.80709999999999
ACC_TRIP_001_72,TRIP_001,2024-10-25 08:16:12,72,-0.48312671640385574,0.15674121383386305,9.915878709851139,40.0138102793578,19.0072,72.8072
ACC_TRIP_001_73,TRIP_001,2024-10-25 08:16:13,73,-0.09824598224684439,-0.3103501872922649,9.720014771338828,37.97307587244501,19.0073,72.8073
ACC_TRIP_001_74,TRIP_001,2024-10-25 08:16:14,74,-0.324584991784034,-0.5819263613168276,9.794628763991433,41.38804513802522,19.0074,72.8074
ACC_TRIP_001_75,TRIP_001,2024-10-25 08:16:15,75,-0.06786572833571397,0.6032524498522903,9.62145660042791,42.6140311609166,19.0075,72.80749999999999
ACC_TRIP_001_76,TRIP_001,2024-10-25 08:16:16,76,-0.2809891446132794,0.8658337586334952,10.132172591638092,34.11567852648348,19.0076,72.8076
ACC_TRIP_001_77,TRIP_001,2024-10-25 08:16:17,77,0.4209134293933078,0.07449719870182965,9.881970583916504,35.765039452057174,19.0077,72.8077
ACC_TRIP_001_78,TRIP_001,2024-10-25 08:16:18,78,-0.4399351121201902,-0.705021408004453,9.783377749264272,46.42430584513361,19.0078,72.8078
ACC_TRIP_001_79,TRIP_001,2024-10-25 08:16:19,79,-0.10684983407005884,-0.13252675287828708,9.612013884075509,44.26118109661152,19.0079,72.8079
ACC_TRIP_001_80,TRIP_001,2024-10-25 08:16:20,80,-0.2109699756812008,-0.39758857515711404,9.843916496760562,42.582041951749375,19.008,72.80799999999999
ACC_TRIP_001_81,TRIP_001,2024-10-25 08:16:21,81,0.1694738382685385,-0.31424667229984354,9.540205815388337,43.91137376959693,19.0081,72.8081
ACC_TRIP_001_82,TRIP_001,2024-10-25 08:16:22,82,-0.03467007454823582,-0.16227930140421307,9.696129572369237,40.14586491488734,19.0082,72.8082
ACC_TRIP_001_83,TRIP_001,2024-10-25 08:16:23,83,-0.08054874903263828,-0.018333142600772217,9.893036931094306,39.72792329471913,19.0083,72.8083
ACC_TRIP_001_84,TRIP_001,2024-10-25 08:16:24,84,0.13902313673963965,-0.20556904146152494,9.79070425371774,40.401265925053536,19.0084,72.80839999999999
ACC_TRIP_001_85,TRIP_001,2024-10-25 08:16:25,85,-0.1479804276697595,-0.1660472835566415,9.904904671296409,41.40579123902438,19.0085,72.8085
ACC_TRIP_001_86,TRIP_001,2024-10-25 08:16:26,86,-0.13573309230269845,0.16061220738557438,9.823649704128238,32.167245603367185,19.0086,72.8086
ACC_TRIP_001_87,TRIP_001,2024-10-25 08:16:27,87,-0.37479554558404715,0.038994106971097335,9.664442912177002,38.72884296547085,19.0087,72.8087
ACC_TRIP_001_88,TRIP_001,2024-10-25 08:16:28,88,0.1300343264333863,-0.2694925211462074,9.792577805655638,43.18719126000527,19.0088,72.80879999999999
ACC_TRIP_001_89,TRIP_001,2024-10-25 08:16:29,89,0.1596461129005807,-0.01672526448827367,9.642509514781546,38.23626662666001,19.0089,72.8089
ACC_TRIP_001_90,TRIP_001,2024-10-25 08:16:30,90,-0.016939908131585756,-0.2954417494679221,9.535328450106753,28.73080769446529,19.009,72.809
ACC_TRIP_001_91,TRIP_001,2024-10-25 08:16:31,91,-0.04725831289840865,-0.6679778407605235,10.035325067849598,42.05345006922592,19.0091,72.8091
ACC_TRIP_001_92,TRIP_001,2024-10-25 08:16:32,92,0.01584634307382895,0.4609146835554016,9.665161407562305,44.91889012109073,19.0092,72.8092
ACC_TRIP_001_93,TRIP_001,2024-10-25 08:16:33,93,0.5796518553257392,0.563347211748153,9.88208877080901,43.84083746756593,19.0093,72.8093
ACC_TRIP_001_94,TRIP_001,2024-10-25 08:16:34,94,-0.04202286246304372,0.3148142761232838,9.671533463335727,35.36833025930945,19.0094,72.8094
ACC_TRIP_001_95,TRIP_001,2024-10-25 08:16:35,95,-0.0856237841706477,-0.9259400644895351,9.81342126861303,39.6186439347999,19.0095,72.8095
ACC_TRIP_001_96,TRIP_001,2024-10-25 08:16:36,96,0.184654914275997,0.875249291801051,9.854425383333746,37.98086851811805,19.0096,72.8096
ACC_TRIP_001_97,TRIP_001,2024-10-25 08:16:37,97,0.05227383025316565,-0.4132128845131475,9.617146626149525,35.62489464432759,19.0097,72.80969999999999
ACC_TRIP_001_98,TRIP_001,2024-10-25 08:16:38,98,0.17069941551220963,-0.4147484824725533,9.915828232300338,41.838422885688324,19.0098,72.8098
ACC_TRIP_001_99,TRIP_001,2024-10-25 08:16:39,99,0.27639588867541875,0.410480852942836,9.808140450147498,41.90289338152766,19.0099,72.8099
ACC_TRIP_001_100,TRIP_001,2024-10-25 08:16:40,100,0.09222876505324136,-0.03692879538639112,9.806300615721344,34.14799300992324,19.01,72.81
ACC_TRIP_001_101,TRIP_001,2024-10-25 08:16:41,101,0.23452672559289087,0.8044428842148533,9.761248762683923,48.02130980152425,19.0101,72.81009999999999
ACC_TRIP_001_102,TRIP_001,2024-10-25 08:16:42,102,-0.1006708990896948,-0.6808111260112599,9.594769984247662,34.0905474522649,19.0102,72.8102
ACC_TRIP_001_103,TRIP_001,2024-10-25 08:16:43,103,0.019064737350180862,0.594273873067977,10.0009072841895,40.949125881268955,19.0103,72.8103
ACC_TRIP_001_104,TRIP_001,2024-10-25 08:16:44,104,-0.2765712045423812,0.022815860584394297,10.065923735152971,48.435106080010165,19.0104,72.8104
ACC_TRIP_001_105,TRIP_001,2024-10-25 08:16:45,105,0.05574757449401041,0.19655312425740185,9.62685138284453,34.23662288011773,19.0105,72.81049999999999
ACC_TRIP_001_106,TRIP_001,2024-10-25 08:16:46,106,-0.10962950227125406,0.2708078491643955,9.786244537480632,31.56473913460004,19.0106,72.8106
ACC_TRIP_001_107,TRIP_001,2024-10-25 08:16:47,107,-0.371559456537717,-0.40061798538763255,10.128404292110957,46.24098780373011,19.0107,72.8107
ACC_TRIP_001_108,TRIP_001,2024-10-25 08:16:48,108,0.33722071730832953,-0.3345321205525837,9.6182231056796,44.44041094804475,19.0108,72.8108
ACC_TRIP_001_109,TRIP_001,2024-10-25 08:16:49,109,0.1164405031607922,-0.2769761503172558,9.994818347395166,39.80976866908828,19.0109,72.8109
ACC_TRIP_001_110,TRIP_001,2024-10-25 08:16:50,110,0.10412665112999134,-0.2132253561901988,9.772150376742404,45.46226358459601,19.011,72.81099999999999
ACC_TRIP_001_111,TRIP_001,2024-10-25 08:16:51,111,-0.16151107934631204,0.046748622377398186,9.381527068785532,54.730485874960976,19.0111,72.8111
ACC_TRIP_001_112,TRIP_001,2024-10-25 08:16:52,112,0.03841319374353553,0.40342162234984674,9.874371824910288,39.23953596863396,19.0112,72.8112
ACC_TRIP_001_113,TRIP_001,2024-10-25 08:16:53,113,-0.05346776552969277,0.18071531076837294,9.944602549336414,28.544073682612318,19.0113,72.8113
ACC_TRIP_001_114,TRIP_001,2024-10-25 08:16:54,114,0.2458177545924458,-0.4648868692605024,9.557336713128567,31.434698095905325,19.0114,72.81139999999999
ACC_TRIP_001_115,TRIP_001,2024-10-25 08:16:55,115,0.015585944825471213,0.5060422892343086,9.898906915967995,37.546027843277614,19.0115,72.8115
ACC_TRIP_001_116,TRIP_001,2024-10-25 08:16:56,116,-0.025372707554979886,0.23774708271613182,9.709396472252445,41.85828354815353,19.0116,72.8116
ACC_TRIP_001_117,TRIP_001,2024-10-25 08:16:57,117,-0.05561686695925366,-0.17038832043342475,10.205030427690053,33.82877479827149,19.0117,72.8117
ACC_TRIP_001_118,TRIP_001,2024-10-25 08:16:58,118,0.034873897752029905,-0.4018807764944518,10.128866858882857,44.4712931734793,19.0118,72.81179999999999
ACC_TRIP_001_119,TRIP_001,2024-10-25 08:16:59,119,-0.2669181619105134,0.8010292567741462,10.024632222607593,44.24833677937798,19.0119,72.8119
ACC_TRIP_001_120,TRIP_001,2024-10-25 08:17:00,120,0.09968645591446468,-1.1071233699493566,9.747960375683663,46.719039152957514,19.012,72.812
